SKU,Own_Brand_Retail_Price,Competitor_Retail_Price
SKU003035,135.58,128.84
SKU003036,33.68,34.6
SKU003037,607.1,601.89
SKU003038,297.95,313.96
SKU003039,138.57,131.6
SKU003040,165.2,171.18
SKU003041,627.68,581.22
SKU003042,488.48,441.11
SKU003043,748.56,676.43
SKU003044,565.09,564.26
SKU003045,551.68,581.55
SKU003046,390.1,396.16
SKU003047,691.82,627.66
SKU003048,346.6,350.21
SKU003049,599.2,552.85
SKU003050,616,673.34
SKU003051,504.75,489.87
SKU003052,272.18,272.37
SKU003053,500.1,483.97
SKU003054,354.88,352.54
SKU003055,341.76,373.1
SKU003056,700.22,666.68
SKU003057,359.47,375.15
SKU003058,42.3,44.46
SKU003059,443.16,415.74
SKU003060,569.18,595.27
SKU003061,674.05,694
SKU003062,559.79,536.4
SKU003063,28.84,28.97
SKU003064,102.95,104.8
SKU003065,141.69,151.23
SKU003066,184.01,170.2
SKU003067,590.06,645.76
SKU003068,241.82,254.84
SKU003069,234.79,236.43
SKU003070,584.6,616.9
SKU003071,293.32,307
SKU003072,64.69,64.17
SKU003073,500.56,484.15
SKU003074,104.96,115.22
SKU003075,456.01,491.07
SKU003076,583.92,636.58
SKU003077,621.69,565.55
SKU003078,66.98,71.2
SKU003079,229.89,247.88
SKU003080,505.04,502.71
SKU003081,271.86,293.12
SKU003082,386.33,355.49
SKU003083,31.55,28.78
SKU003084,584.35,559.99
SKU003085,585.87,530.36
SKU003086,845.08,876.18
SKU003087,610.27,662.38
SKU003088,39.56,37.94
SKU003089,569.32,587.49
SKU003090,403.88,401.3
SKU003091,680.87,647.52
SKU003092,729.04,790.07
SKU003093,807.82,881.8
SKU003094,646.17,598.97
SKU003095,379.94,400.23
SKU003096,567,531.71
SKU003097,754.32,752.54
SKU003098,451.47,438.92
SKU003099,652.61,619.19
SKU003100,735.88,761.75
SKU003101,388.08,415.66
SKU003102,127.1,134.25
SKU003103,150.74,157.44
SKU003104,94.84,86.61
SKU003105,345.23,317.43
SKU003106,343.4,340.98
SKU003107,482.99,488.38
SKU003108,343.78,359.14
SKU003109,764.96,742.91
SKU003110,258.08,233.46
SKU003111,681.21,618.01
SKU003112,82.92,88.8
SKU003113,458.06,424.03
SKU003114,471.85,513.08
SKU003115,584.35,564.79
SKU003116,431.34,438.56
SKU003117,160.06,149.45
SKU003118,296.24,293.52
SKU003119,203.01,218.27
SKU003120,315.62,346.18
SKU003121,391.82,412.71
SKU003122,458.15,482.4
SKU003123,694.73,748.27
SKU003124,626.59,594.62
SKU003125,344.93,361.23
SKU003126,82.1,83.06
SKU003127,585.83,557.91
SKU003128,349.04,318.01
SKU003129,411.91,387.26
SKU003130,442.42,455.71
SKU003131,533.23,540.68
SKU003132,592.13,541.12
SKU003133,729.06,738.15
SKU003134,656.14,641.79
SKU003135,546.29,493.29
SKU003136,688.12,744.48
SKU003137,54.73,52.09
SKU003138,629.96,636.69
SKU003139,63.99,65.13
SKU003140,566.23,566.1
SKU003141,157.56,149.35
SKU003142,263.47,258.59
SKU003143,150.42,144.11
SKU003144,316.01,311.81
SKU003145,313.08,286.95
SKU003146,50.2,46.85
SKU003147,674.01,625.15
SKU003148,697.25,710.5
SKU003149,626.5,646.03
SKU003150,571.92,619.27
SKU003151,560.5,533.84
SKU003152,786.65,769.89
SKU003153,469.23,480.72
SKU003154,410.08,448.77
SKU003155,587.93,575.17
SKU003156,259.28,248.37
SKU003157,52.9,51.71
SKU003158,568.56,546.88
SKU003159,195.47,179.25
SKU003160,348.26,337.53
SKU003161,188.92,192.14
SKU003162,653.07,611.64
SKU003163,758.01,808.59
SKU003164,50.67,53.06
SKU003165,183.57,185.72
SKU003166,171.54,179.69
SKU003167,502.55,484.12
SKU003168,305.91,287.56
SKU003169,356.74,381.16
SKU003170,115.45,122.81
SKU003171,329.83,345.39
SKU003172,270.96,257.75
SKU003173,437.93,424.24
SKU003174,196.43,191.74
SKU003175,506.94,474.93
SKU003176,331.73,348.98
SKU003177,299.7,280.8
SKU003178,228.36,215.65
SKU003179,535.09,486.74
SKU003180,453.76,468.58
SKU003181,610.28,662.64
SKU003182,205.88,205.21
SKU003183,40.66,43.89
SKU003184,157.46,168.2
SKU003185,254.36,269.35
SKU003186,153.61,143.4
SKU003187,77.01,75.12
SKU003188,357.68,369.4
SKU003189,468.37,453.79
SKU003190,526.62,548.83
SKU003191,295.23,282.67
SKU003192,340.9,333.58
SKU003193,533.58,558.29
SKU003194,290.52,268.32
SKU003195,612.42,647.55
SKU003196,738.55,769.95
SKU003197,606.64,600.53
SKU003198,380.49,375.74
SKU003199,475.32,513.98
SKU003200,517.7,540.09
SKU003201,299.37,306.56
SKU003202,579.01,621.18
SKU003203,353.28,341.38
SKU003204,623.14,596.56
SKU003205,210.91,198.67
SKU003206,21.24,21.33
SKU003207,506.05,555.45
SKU003208,379.12,411.61
SKU003209,68.4,67.79
SKU003210,363.42,335.17
SKU003211,147.16,158.18
SKU003212,469.25,508.91
SKU003213,382.16,357.04
SKU003214,136.98,147.49
SKU003215,331.6,328.04
SKU003216,171.23,154.51
SKU003217,455.86,496.26
SKU003218,225.88,205.23
SKU003219,642.95,583.11
SKU003220,23.7,25.9
SKU003221,279.12,263.19
SKU003222,529.38,535.27
SKU003223,28.45,30.97
SKU003224,173.44,188.7
SKU003225,241.21,225.49
SKU003226,35.22,35.32
SKU003227,378.79,341.44
SKU003228,504.85,463.49
SKU003229,181.4,197.66
SKU003230,410.02,403.06
SKU003231,749.03,696.63
SKU003232,662.48,679.89
SKU003233,61.86,57.82
SKU003234,105.43,115.55
SKU003235,358.62,370.87
SKU003236,207.6,202.15
SKU003237,73.56,71.81
SKU003238,213.16,230.93
SKU003239,58.26,62.86
SKU003240,450.06,490.56
SKU003241,397.33,393.65
SKU003242,20.88,22.34
SKU003243,379.73,378.58
SKU003244,388.33,398.66
SKU003245,510.11,510.87
SKU003246,690.08,705.02
SKU003247,843.26,844.86
SKU003248,431.82,402.01
SKU003249,608.26,560.62
SKU003250,75.43,82.08
SKU003251,397.17,397.94
SKU003252,480.86,523.35
SKU003253,450.02,466.74
SKU003254,186.84,171.48
SKU003255,57.35,53.93
SKU003256,299.38,315.41
SKU003257,528.48,494.43
SKU003258,835.14,752.92
SKU003259,173.46,159.99
SKU003260,771.47,767.88
SKU003261,71.1,66.31
SKU003262,660.86,600.72
SKU003263,706.59,741.01
SKU003264,29.41,32.19
SKU003265,243.32,266.6
SKU003266,48.82,52.73
SKU003267,830.64,750.76
SKU003268,299.84,284.25
SKU003269,577.17,535.35
SKU003270,194.71,200.17
SKU003271,728.97,779.94
SKU003272,247.32,250.88
SKU003273,205.71,199.4
SKU003274,244.49,264.63
SKU003275,381.02,381.41
SKU003276,30.25,28.28
SKU003277,474.07,477.23
SKU003278,42.69,38.58
SKU003279,405.31,367.9
SKU003280,360.37,369.57
SKU003281,181.71,189.82
SKU003282,280.02,259.76
SKU003283,569.9,573.71
SKU003284,24.48,25.81
SKU003285,240.69,259.09
SKU003286,522.27,519.56
SKU003287,135.29,125.07
SKU003288,450.57,411.75
SKU003289,122,130.7
SKU003290,140.23,128.38
SKU003291,634.95,675.31
SKU003292,225.61,222.76
SKU003293,297.61,293.83
SKU003294,588.89,591.08
SKU003295,147.3,136.57
SKU003296,403.32,422.88
SKU003297,731.83,702.56
SKU003298,407.91,415.89
SKU003299,54.52,49.13
SKU003300,439.55,420.34
SKU003301,75.88,68.91
SKU003302,222.85,214.54
SKU003303,578.37,535.13
SKU003304,25.19,23.02
SKU003305,76.84,82.19
SKU003306,313.03,304.57
SKU003307,747.96,796.63
SKU003308,218.06,235.18
SKU003309,120.74,120.89
SKU003310,438.71,444.66
SKU003311,376.71,387.75
SKU003312,331.17,340.75
SKU003313,671.02,675.07
SKU003314,228.15,232.46
SKU003315,215.03,212.5
SKU003316,122.94,133.17
SKU003317,564.53,589.52
SKU003318,252.25,242.91
SKU003319,539.09,521.3
SKU003320,703.42,697.12
SKU003321,43.86,39.75
SKU003322,735.42,807.69
SKU003323,196.48,195.22
SKU003324,372.02,392.49
SKU003325,539.25,502.39
SKU003326,543.4,555.27
SKU003327,614.52,599.98
SKU003328,362.12,390.36
SKU003329,753.23,818.39
SKU003330,613.8,629.12
SKU003331,233.86,213.32
SKU003332,651.97,647.62
SKU003333,700.22,632.57
SKU003334,349.01,350.27
SKU003335,519.17,519.32
SKU003336,698.08,686.53
SKU003337,691.56,669.02
SKU003338,26.8,27.22
SKU003339,500.32,467.98
SKU003340,671.34,607.74
SKU003341,181.17,191.56
SKU003342,597.68,631.82
SKU003343,443.54,450.58
SKU003344,156.43,166.76
SKU003345,52.48,52.62
SKU003346,610.22,550
SKU003347,270.98,251.92
SKU003348,318.07,315.5
SKU003349,342.09,366.88
SKU003350,350.52,331.28
SKU003351,162.37,147.24
SKU003352,489.98,481.41
SKU003353,486.34,444.2
SKU003354,117.72,118.91
SKU003355,393.62,358.64
SKU003356,421.68,380.91
SKU003357,138.46,150.73
SKU003358,735.01,759.31
SKU003359,367.49,339.52
SKU003360,109.16,110.39
SKU003361,251.79,239.62
SKU003362,343.56,361.5
SKU003363,22.64,24.06
SKU003364,37.4,37.46
SKU003365,55.97,54.96
SKU003366,459.87,443.06
SKU003367,240.27,217.82
SKU003368,641.06,648.85
SKU003369,431.97,432.74
SKU003370,569.32,536.64
SKU003371,571.69,575.35
SKU003372,395.72,393.16
SKU003373,550.57,524.22
SKU003374,409.88,429.81
SKU003375,270.46,256.71
SKU003376,362.76,359.21
SKU003377,663.33,667.76
SKU003378,417.88,443.9
SKU003379,284.25,279.73
SKU003380,146.67,138.08
SKU003381,377.91,341.24
SKU003382,201.27,191.29
SKU003383,764.07,802.35
SKU003384,403.62,429.49
SKU003385,20.23,20.64
SKU003386,80.09,87.27
SKU003387,206.44,207.36
SKU003388,91.66,91.28
SKU003389,669.83,714.42
SKU003390,598.97,559.08
SKU003391,804.36,726.36
SKU003392,580.4,624.72
SKU003393,461,464.15
SKU003394,707.44,742.09
SKU003395,716.66,735.14
SKU003396,605.16,625
SKU003397,704.82,717.13
SKU003398,570.39,596.08
SKU003399,15.03,13.87
SKU003400,357.27,339.47
SKU003401,481.04,479.03
SKU003402,410.63,428.41
SKU003403,592.4,569.71
SKU003404,600.56,637.46
SKU003405,458.53,418.67
SKU003406,30.73,32.52
SKU003407,319.76,332.49
SKU003408,189.91,173.4
SKU003409,290.52,263.31
SKU003410,438.32,468.12
SKU003411,67.48,62.69
SKU003412,34.6,32.89
SKU003413,336.93,363.63
SKU003414,550.25,532.96
SKU003415,34.14,34.35
SKU003416,623.16,564.71
SKU003417,315.19,319.54
SKU003418,99.08,103.31
SKU003419,422.82,428.33
SKU003420,631.18,670.15
SKU003421,387.22,408.64
SKU003422,564.81,562.45
SKU003423,576.83,593.57
SKU003424,624.29,596.4
SKU003425,65.02,63.18
SKU003426,593.37,607.83
SKU003427,712.24,735.09
SKU003428,494.22,453.24
SKU003429,549.73,584.83
SKU003430,434.16,446.07
SKU003431,232.15,224.13
SKU003432,503.12,475.59
SKU003433,354.73,362.04
SKU003434,590.05,613.17
SKU003435,770.79,836.83
SKU003436,548.32,513.77
SKU003437,715.69,716.11
SKU003438,261.39,285.19
SKU003439,717.29,776.04
SKU003440,283.12,281.87
SKU003441,95.16,96.15
SKU003442,434.63,470.83
SKU003443,328.2,297.49
SKU003444,653.29,715.51
SKU003445,399.41,437.51
SKU003446,716.41,780.08
SKU003447,78.18,85.46
SKU003448,575.06,552.53
SKU003449,535.84,486.23
SKU003450,534.81,511.74
SKU003451,266.09,257.88
SKU003452,587.28,569.95
SKU003453,378.26,391.91
SKU003454,504.22,540.89
SKU003455,475.08,448.66
SKU003456,115.02,113.81
SKU003457,60.9,59.42
SKU003458,256.95,270.55
SKU003459,638.67,615.41
SKU003460,385.65,351.42
SKU003461,702.59,679.24
SKU003462,496.93,482.42
SKU003463,671.79,715.11
SKU003464,251.18,253.59
SKU003465,63.4,63.7
SKU003466,684.55,698.08
SKU003467,530.97,537.5
SKU003468,443.94,460.07
SKU003469,269.21,290.96
SKU003470,169.94,182.73
SKU003471,346,345.68
SKU003472,510.39,545.79
SKU003473,500.45,536.79
SKU003474,380.34,402.37
SKU003475,429.85,390.48
SKU003476,92.99,96
SKU003477,593.55,571.38
SKU003478,596.27,640.79
SKU003479,24.48,23.42
SKU003480,209.75,227.31
SKU003481,80.05,81.89
SKU003482,709.18,729.75
SKU003483,469.67,506.09
SKU003484,398.48,437.16
SKU003485,355.14,341.57
SKU003486,699.95,642.39
SKU003487,538.97,563.05
SKU003488,141.02,128.9
SKU003489,337.16,339.44
SKU003490,612.58,593.62
SKU003491,360.57,352.64
SKU003492,253.54,240.13
SKU003493,700.54,728.47
SKU003494,634.85,643.98
SKU003495,681.33,742.98
SKU003496,103.06,100.08
SKU003497,195.89,191.75
SKU003498,346.66,323.43
SKU003499,615.8,629.55
SKU003500,602.48,553.67
SKU003501,598.95,655.03
SKU003502,625.64,676.95
SKU003503,607.46,631.72
SKU003504,237.79,229.1
SKU003505,232.3,225.62
SKU003506,246,225.69
SKU003507,244.83,232.44
SKU003508,192.96,187.29
SKU003509,550.95,545.21
SKU003510,42.33,42.03
SKU003511,566.4,610.02
SKU003512,582.96,577.11
SKU003513,58.15,63.47
SKU003514,65.74,60.27
SKU003515,225.15,212.14
SKU003516,176.09,172.15
SKU003517,456.23,491.65
SKU003518,515.46,476.51
SKU003519,476.64,462.82
SKU003520,269.65,248.73
SKU003521,389.61,410.96
SKU003522,554.79,530.65
SKU003523,118.05,116.5
SKU003524,185.05,196.8
SKU003525,655.31,611.78
SKU003526,276.64,301.38
SKU003527,575.08,562.88
SKU003528,193.7,187.13
SKU003529,48.75,45.73
SKU003530,393.5,390.94
SKU003531,674.94,739.83
SKU003532,606.56,605.47
SKU003533,220.42,218.31
SKU003534,662.5,597.26
SKU003535,359.07,343.82
SKU003536,46.75,44.21
SKU003537,40.89,37.12
SKU003538,375.54,371.49
SKU003539,394.81,366.04
SKU003540,74.33,74.37
SKU003541,677.31,671.17
SKU003542,538.97,509.08
SKU003543,576.22,610.6
SKU003544,442.3,480.06
SKU003545,521.87,483.68
SKU003546,328.57,302.11
SKU003547,538.57,521.85
SKU003548,659.84,674.41
SKU003549,563.63,578.51
SKU003550,302.07,309.62
SKU003551,214.62,217.87
SKU003552,764.81,747.34
SKU003553,151.73,160.29
SKU003554,624.4,681
SKU003555,326.19,332.04
SKU003556,330.8,312.24
SKU003557,568.78,575.81
SKU003558,139.15,146.26
SKU003559,350.37,373.47
SKU003560,42.88,44.75
SKU003561,558.16,601.75
SKU003562,55.03,60
SKU003563,87.82,87.68
SKU003564,626.31,631.44
SKU003565,345.04,333.83
SKU003566,153.34,158.21
SKU003567,441.06,449.5
SKU003568,370.62,346.8
SKU003569,278.59,289.42
SKU003570,660.26,700.54
SKU003571,560.13,524.4
SKU003572,128.9,120.24
SKU003573,441.7,453.99
SKU003574,78.11,72.11
SKU003575,193.81,205.81
SKU003576,687.74,707.41
SKU003577,381.03,345.4
SKU003578,601.4,633.92
SKU003579,135.87,136.14
SKU003580,169.11,168.98
SKU003581,292.87,281.85
SKU003582,322.03,308.08
SKU003583,605.23,605.27
SKU003584,469.15,422.53
SKU003585,434.52,460.17
SKU003586,433.15,457.75
SKU003587,607.83,636.47
SKU003588,713.46,728.09
SKU003589,356.7,342.12
SKU003590,588.86,607.47
SKU003591,405.15,375.1
SKU003592,582.67,555.1
SKU003593,681.98,619.95
SKU003594,44.31,47.5
SKU003595,445.27,474.51
SKU003596,734.75,727.53
SKU003597,400.07,395.08
SKU003598,704.29,764.29
SKU003599,142.15,147.13
SKU003600,492.98,513.62
SKU003601,707.81,687.89
SKU003602,350.45,335.85
SKU003603,396.38,365.81
SKU003604,79.31,72.53
SKU003605,42.54,45.99
SKU003606,374.95,405.42
SKU003607,615.64,582.03
SKU003608,725.69,658.55
SKU003609,498.7,483.38
SKU003610,600.36,654.62
SKU003611,610.52,586.72
SKU003612,570.69,612.38
SKU003613,527.39,560.76
SKU003614,423.52,461.16
SKU003615,345.41,345.18
SKU003616,133.23,144.47
SKU003617,634.03,664.69
SKU003618,50.51,54.23
SKU003619,231.18,241.97
SKU003620,425.79,422.48
SKU003621,683.96,741.28
SKU003622,548.99,581.99
SKU003623,326.58,335.8
SKU003624,562.12,560.21
SKU003625,751.3,690.39
SKU003626,407.98,433.72
SKU003627,333.7,328.12
SKU003628,406.09,394.67
SKU003629,254.32,240.62
SKU003630,714.03,719.97
SKU003631,659.4,702.9
SKU003632,521.6,499.65
SKU003633,459.5,498.16
SKU003634,731.45,716.37
SKU003635,260.5,284.96
SKU003636,237.05,245.42
SKU003637,201.3,195.95
SKU003638,560.71,614.95
SKU003639,599.09,610.39
SKU003640,487.18,513.36
SKU003641,470.26,465.73
SKU003642,288.86,266.87
SKU003643,51.54,56.32
SKU003644,213.93,206.3
SKU003645,402.12,435.73
SKU003646,591.32,639.52
SKU003647,522.77,480.43
SKU003648,169.47,156.41
SKU003649,56.72,57.99
SKU003650,602.37,546.46
SKU003651,72.83,71.68
SKU003652,348.44,350.38
SKU003653,79.08,74.28
SKU003654,411.07,433.28
SKU003655,310.26,306.01
SKU003656,151.23,148.91
SKU003657,425.26,402.67
SKU003658,307.25,331.08
SKU003659,124.13,112
SKU003660,541.2,487.83
SKU003661,684.58,752.42
SKU003662,218.12,197.23
SKU003663,145.36,135.33
SKU003664,80.89,87.08
SKU003665,393.38,402.48
SKU003666,635.97,651.87
SKU003667,212.58,211.55
SKU003668,337.18,313.62
SKU003669,128.98,125.55
SKU003670,331.37,345.81
SKU003671,25.11,25.04
SKU003672,772.79,808.31
SKU003673,516.6,465.69
SKU003674,239.21,246.66
SKU003675,685.43,698.17
SKU003676,145.89,159.73
SKU003677,73.24,79.2
SKU003678,815.83,832.2
SKU003679,250.53,254.35
SKU003680,678.32,623.05
SKU003681,505.88,550.51
SKU003682,687.94,716.41
SKU003683,550.62,550.86
SKU003684,104.85,112.35
SKU003685,610.47,638.64
SKU003686,129.63,131.28
SKU003687,560.21,564.59
SKU003688,351.83,381.83
SKU003689,532.61,564.47
SKU003690,606.96,595.2
SKU003691,588.52,603.68
SKU003692,604.58,567.87
SKU003693,603.11,655.37
SKU003694,330.49,343.4
SKU003695,688.46,751.8
SKU003696,510.51,489.27
SKU003697,636.5,612.97
SKU003698,840.39,896.21
SKU003699,95.09,90.56
SKU003700,278.84,270.9
SKU003701,674.04,725.85
SKU003702,87,87.31
SKU003703,403.74,387.62
SKU003704,693.69,681.11
SKU003705,30.59,31.89
SKU003706,703.02,655.03
SKU003707,701,765.79
SKU003708,236.72,236.38
SKU003709,601.91,633.8
SKU003710,102.15,106.28
SKU003711,581.77,602.8
SKU003712,333.77,328.43
SKU003713,723.79,657.54
SKU003714,180.21,188.91
SKU003715,531.89,580.16
SKU003716,590.69,591.28
SKU003717,145.61,158.83
SKU003718,584.58,588.66
SKU003719,694.62,648.41
SKU003720,469.12,444.68
SKU003721,591.02,634.13
SKU003722,413.72,423.78
SKU003723,426.13,418.83
SKU003724,24.34,25.8
SKU003725,389.89,400.94
SKU003726,429.97,461.98
SKU003727,539.83,590.68
SKU003728,163.35,168.29
SKU003729,222.1,243.01
SKU003730,582.13,578.68
SKU003731,141.8,151.44
SKU003732,345.27,373.34
SKU003733,195.12,177.37
SKU003734,439.96,472.09
SKU003735,813.64,798.78
SKU003736,604.11,591.81
SKU003737,211.3,223.2
SKU003738,300.4,285.16
SKU003739,638.89,579.03
SKU003740,670.51,639.82
SKU003741,142.33,146.56
SKU003742,631.4,688.66
SKU003743,251.61,246.36
SKU003744,438.23,464.31
SKU003745,18.28,17.19
SKU003746,852.55,912.55
SKU003747,568.88,599.08
SKU003748,187.65,185.7
SKU003749,554.43,598.22
SKU003750,250.84,227.66
SKU003751,76.1,80.45
SKU003752,346.98,314.72
SKU003753,483.79,519.11
SKU003754,81.15,75.9
SKU003755,380.61,345.46
SKU003756,371.99,357.76
SKU003757,465.1,435.22
SKU003758,198.49,204.52
SKU003759,32.85,32.67
SKU003760,280.37,259.61
SKU003761,329.94,357.4
SKU003762,494.14,481.07
SKU003763,709.79,678.96
SKU003764,189.17,196.66
SKU003765,477.06,466.9
SKU003766,88.17,81.92
SKU003767,159.26,161.88
SKU003768,396.55,359.3
SKU003769,469.21,481.14
SKU003770,706.55,758.49
SKU003771,496.43,472.8
SKU003772,28.89,30.93
SKU003773,520.25,493.72
SKU003774,693.39,652.13
SKU003775,424.27,442.55
SKU003776,808.68,738.41
SKU003777,16.74,15.2
SKU003778,704.47,698.27
SKU003779,266.92,242.05
SKU003780,466.39,466.08
SKU003781,605,623.08
SKU003782,257.78,243.77
SKU003783,792.96,856.22
SKU003784,101.04,94.98
SKU003785,145.83,138.17
SKU003786,653.69,707.69
SKU003787,106.16,110.14
SKU003788,270.54,272.09
SKU003789,566.78,547.53
SKU003790,589.04,620.74
SKU003791,704.63,717.08
SKU003792,585.14,566.64
SKU003793,620.9,661.38
SKU003794,724.17,766.84
SKU003795,424.12,461.52
SKU003796,273.86,300.97
SKU003797,632.38,570.6
SKU003798,131.9,127.15
SKU003799,68.9,64.66
SKU003800,584.79,551.29
SKU003801,770.98,827.23
SKU003802,350.68,383.99
SKU003803,137.1,149.17
SKU003804,436.5,453.65
SKU003805,293.43,296.66
SKU003806,292.43,300.5
SKU003807,490.55,525.45
SKU003808,143.56,129.41
SKU003809,308.94,304.51
SKU003810,647.87,648.72
SKU003811,555.45,602.49
SKU003812,52.28,48.85
SKU003813,400.16,419.72
SKU003814,79.18,85.89
SKU003815,762.22,802.47
SKU003816,173.08,156.13
SKU003817,701.61,723.98
SKU003818,693.52,653.23
SKU003819,422.24,431.12
SKU003820,271.94,275.81
SKU003821,645.12,704.09
SKU003822,124.66,116.94
SKU003823,140.69,128.04
SKU003824,210.81,215.5
SKU003825,480.41,465.42
SKU003826,273.24,286.91
SKU003827,715.69,786.29
SKU003828,173.34,169.92
SKU003829,597.51,555.91
SKU003830,94.8,95.83
SKU003831,284.5,275.75
SKU003832,179.82,190.42
SKU003833,709.86,714.74
SKU003834,37.87,40.96
SKU003835,497.93,531.61
SKU003836,188.47,204.08
SKU003837,707.86,679.41
SKU003838,240.85,260.25
SKU003839,147.98,158.82
SKU003840,608.09,623.54
SKU003841,216.44,234.21
SKU003842,333.32,303.6
SKU003843,100.94,106.71
SKU003844,550.75,511.7
SKU003845,335.67,324.99
SKU003846,132.1,138.17
SKU003847,526.52,495.95
SKU003848,94.77,89.68
SKU003849,411.08,387.41
SKU003850,508.37,503.92
SKU003851,739.73,677.74
SKU003852,125.54,135.24
SKU003853,474.21,496
SKU003854,291.75,292.54
SKU003855,295.39,270.83
SKU003856,436.44,403.65
SKU003857,185.65,170.74
SKU003858,376.24,339.73
SKU003859,575.2,594.42
SKU003860,344.32,345.02
SKU003861,45.91,44.83
SKU003862,185.33,179.68
SKU003863,270.6,268.51
SKU003864,287.91,286.47
SKU003865,67.73,62.84
SKU003866,378.06,380.44
SKU003867,501.34,456.02
SKU003868,51.57,56.09
SKU003869,589.97,615.25
SKU003870,733.16,661.23
SKU003871,22.2,21.26
SKU003872,156.64,171.76
SKU003873,404.23,367.72
SKU003874,154.02,143.14
SKU003875,570.87,568.26
SKU003876,275.54,267.46
SKU003877,251.88,276.32
SKU003878,17.71,17.85
SKU003879,223.62,243.35
SKU003880,182.16,177.67
SKU003881,260.74,248.86
SKU003882,127.44,122.05
SKU003883,440.07,452.09
SKU003884,190.1,194.05
SKU003885,652.36,659.35
SKU003886,231.33,216.94
SKU003887,190.32,181.32
SKU003888,61.01,58.44
SKU003889,556.14,596.88
SKU003890,421.24,447.97
SKU003891,105.49,99.27
SKU003892,177.52,164.97
SKU003893,841.43,774.48
SKU003894,603.65,551.45
SKU003895,282.68,310.08
SKU003896,428,454.65
SKU003897,308.44,278.64
SKU003898,44.23,39.87
SKU003899,596.64,619.3
SKU003900,615.6,592.36
SKU003901,368.87,339.28
SKU003902,560.82,556.78
SKU003903,422.88,382.19
SKU003904,64.99,64.01
SKU003905,217.94,206.5
SKU003906,366.17,348.95
SKU003907,85.47,81.82
SKU003908,410.33,394.55
SKU003909,99.47,89.92
SKU003910,169.06,171.43
SKU003911,673.11,679.56
SKU003912,806.45,830.77
SKU003913,434.91,405.33
SKU003914,484.29,532.22
SKU003915,578.01,535.91
SKU003916,506.58,538.15
SKU003917,141.04,133.15
SKU003918,373.24,368.69
SKU003919,447.58,431.84
SKU003920,309.25,297.36
SKU003921,147.48,147.08
SKU003922,542.97,514.7
SKU003923,151.24,152.66
SKU003924,218.16,207.28
SKU003925,239.96,262.66
SKU003926,132.65,125.74
SKU003927,663.58,698.7
SKU003928,441.22,438.55
SKU003929,629.06,570.92
SKU003930,406.61,378.37
SKU003931,422.81,459.05
SKU003932,505.43,537.81
SKU003933,290.6,269.92
SKU003934,366.81,333.87
SKU003935,391.3,364.12
SKU003936,686.14,697.66
SKU003937,704.19,723
SKU003938,105.6,103.04
SKU003939,50.49,48.28
SKU003940,502.1,472.67
SKU003941,54.22,53.56
SKU003942,65.71,59.44
SKU003943,120.95,109.07
SKU003944,265.51,281.32
SKU003945,374.34,376.61
SKU003946,372.11,393.04
SKU003947,789.94,728.95
SKU003948,276.32,293.75
SKU003949,181.81,197.18
SKU003950,465.15,468.25
SKU003951,173.11,159.45
SKU003952,670.08,619.59
SKU003953,223.68,210
SKU003954,697.17,653.28
SKU003955,367.33,400.01
SKU003956,671.9,712.25
SKU003957,494.64,476.65
SKU003958,711.74,756.8
SKU003959,505.4,532.91
SKU003960,472.38,458.71
SKU003961,505.95,458.39
SKU003962,690.81,622.94
SKU003963,751.63,725.42
SKU003964,241.62,219.65
SKU003965,167.97,155.24
SKU003966,42.98,40.87
SKU003967,319.78,299.25
SKU003968,637.41,592.12
SKU003969,67.6,64.38
SKU003970,386.81,405.14
SKU003971,539.96,533.96
SKU003972,713.95,737.25
SKU003973,499.95,542.82
SKU003974,149.57,134.65
SKU003975,702.72,766.14
SKU003976,87.96,84.07
SKU003977,531.09,508.52
SKU003978,90.89,93.24
SKU003979,114,110.83
SKU003980,639.07,585.45
SKU003981,543.7,566.69
SKU003982,323.78,303.26
SKU003983,476.65,517.58
SKU003984,348.31,382.3
SKU003985,61.9,57.95
SKU003986,597.96,628.3
SKU003987,545.65,599.32
SKU003988,597.87,652.31
SKU003989,381.31,386.26
SKU003990,585.08,563.08
SKU003991,357.46,322.55
SKU003992,238.77,257.79
SKU003993,317.11,287.66
SKU003994,673.11,683.4
SKU003995,137.49,128.86
SKU003996,195.45,185.36
SKU003997,475,429.72
SKU003998,105.77,95.97
SKU003999,663.13,643.26
SKU004000,58.15,62.54
SKU004001,645.19,653.68
SKU004002,281.61,283.77
SKU004003,56.08,57.43
SKU004004,629.18,633.63
SKU004005,475.59,456.97
SKU004006,21.96,23.63
SKU004007,207.26,206.25
SKU004008,251.54,264.25
SKU004009,239.2,258.91
SKU004010,339.18,305.51
SKU004011,382.15,380.48
SKU004012,315.79,322.4
SKU004013,267.94,268.07
SKU004014,411.77,444.91
SKU004015,40.39,43.94
SKU004016,546.55,506.57
SKU004017,455.4,437.41
SKU004018,215.28,205.11
SKU004019,141.79,141.7
SKU004020,64.46,62.94
SKU004021,432.88,420.69
SKU004022,486.78,490.08
SKU004023,395.51,394.72
SKU004024,684.6,679.86
SKU004025,446.52,411.98
SKU004026,531.16,535.33
SKU004027,91.25,83.2
SKU004028,239.39,244.96
SKU004029,244.88,250.93
SKU004030,440.79,419.68
SKU004031,267.86,248.32
SKU004032,440.36,466.63
SKU004033,536.45,565.46
SKU004034,42.01,45.76
SKU004035,494.75,489.44
